hanja,initial,medial,final,hangul,tone
鷹,,ɨ,ŋ,으ᇰ,R
膺,,ɨ,ŋ,으ᇰ,L/R
應,,ɨ,ŋ,으ᇰ,R
力,r,ɨ,k,륵,H
側,tsʰ,ɨ,k,측,H
仄,tsʰ,ɨ,k,측,H
測,tsʰ,ɨ,k,측,H
惻,tsʰ,ɨ,k,측,H
廁,tsʰ,ɨ,k,측,H
棘,k,ɨ,k,극,H
亟,k,ɨ,k,극,H
襋,k,ɨ,k,극,H
稱,tsʰ,i,n,친,
仍,z,i,n,ᅀᅵᆫ,L
逼,pʰ,i,p,핍,H
煏,pʰ,i,p,핍,H
昃,tsʰ,əi,k,ᄎᆡᆨ,H
色,s,əi,k,ᄉᆡᆨ,
嗇,s,əi,k,ᄉᆡᆨ,H
穡,s,əi,k,ᄉᆡᆨ,H
堛,p,je,k,벽,H
力,r,je,k,력,H
嶷,,e,k,억,
憶,,e,k,억,
億,,e,k,억,H
抑,,e,k,억,H
臆,,e,k,억,H
直,ts,i,,지,
食,s,i,,시,
洫,h,je,k,혁,H
閾,,je,k,역,H
域,,je,k,역,H
迫,p,a,k,박,H
拍,p,a,k,박,H
珀,p,a,k,박,H
泊,p,a,k,박,H
拆,tʰ,a,k,탁,H
骼,k,a,k,각,H
烹,pʰ,əi,ŋ,ᄑᆡᇰ,L
彭,pʰ,əi,ŋ,ᄑᆡᇰ,L
盲,m,əi,ŋ,ᄆᆡᇰ,L
虻,m,əi,ŋ,ᄆᆡᇰ,L
猛,m,əi,ŋ,ᄆᆡᇰ,R
孟,m,əi,ŋ,ᄆᆡᇰ,R
盟,m,əi,ŋ,ᄆᆡᇰ,H
冷,r,əi,ŋ,ᄅᆡᇰ,R
撐,tʰ,əi,ŋ,ᄐᆡᇰ,L
鐺,tʰ,əi,ŋ,ᄐᆡᇰ,L
生,s,əi,ŋ,ᄉᆡᇰ,L
牲,s,əi,ŋ,ᄉᆡᇰ,L
笙,s,əi,ŋ,ᄉᆡᇰ,L
甥,s,əi,ŋ,ᄉᆡᇰ,L
鉎,s,əi,ŋ,ᄉᆡᇰ,L
鼪,s,əi,ŋ,ᄉᆡᇰ,L
猩,s,əi,ŋ,ᄉᆡᇰ,L
省,s,əi,ŋ,ᄉᆡᇰ,
更,k,əi,ŋ,ᄀᆡᇰ,L
羹,k,əi,ŋ,ᄀᆡᇰ,L/R
哽,k,əi,ŋ,ᄀᆡᇰ,
梗,k,əi,ŋ,ᄀᆡᇰ,L
更,k,əi,ŋ,ᄀᆡᇰ,R
坑,k,əi,ŋ,ᄀᆡᇰ,L
行,h,əi,ŋ,ᄒᆡᇰ,L
桁,h,əi,ŋ,ᄒᆡᇰ,L
杏,h,əi,ŋ,ᄒᆡᇰ,R
行,h,əi,ŋ,ᄒᆡᇰ,R
胻,h,əi,ŋ,ᄒᆡᇰ,R
棚,p,ɨ,ŋ,브ᇰ,L
瞠,t,a,ŋ,다ᇰ,
鐺,t,a,ŋ,다ᇰ,L
舶,m,əi,k,ᄆᆡᆨ,H
鋥,t,je,ŋ,뎌ᇰ,R
百,p,əi,k,ᄇᆡᆨ,H
伯,p,əi,k,ᄇᆡᆨ,H
栢,p,əi,k,ᄇᆡᆨ,H
拍,p,əi,k,ᄇᆡᆨ,H
魄,p,əi,k,ᄇᆡᆨ,H
珀,p,əi,k,ᄇᆡᆨ,H
白,p,əi,k,ᄇᆡᆨ,H
帛,p,əi,k,ᄇᆡᆨ,H
舶,p,əi,k,ᄇᆡᆨ,H
陌,m,əi,k,ᄆᆡᆨ,H
貊,m,əi,k,ᄆᆡᆨ,H
驀,m,əi,k,ᄆᆡᆨ,
搦,n,əi,k,ᄂᆡᆨ,
坼,tʰ,əi,k,ᄐᆡᆨ,H
澤,tʰ,əi,k,ᄐᆡᆨ,H
擇,tʰ,əi,k,ᄐᆡᆨ,H
檡,tʰ,əi,k,ᄐᆡᆨ,H
宅,tʰ,əi,k,ᄐᆡᆨ,H
宅,t,əi,k,ᄃᆡᆨ,H
窄,tsʰ,əi,k,ᄎᆡᆨ,H
嘖,tsʰ,əi,k,ᄎᆡᆨ,
柵,tsʰ,əi,k,ᄎᆡᆨ,H
索,s,əi,k,ᄉᆡᆨ,H
客,k,əi,k,ᄀᆡᆨ,H
額,,əi,k,ᄋᆡᆨ,H
棖,t,je,ŋ,뎌ᇰ,L
更,k,je,ŋ,겨ᇰ,L
粳,k,je,ŋ,겨ᇰ,L
庚,k,je,ŋ,겨ᇰ,L
梗,k,je,ŋ,겨ᇰ,R
綆,k,je,ŋ,겨ᇰ,R
莄,k,je,ŋ,겨ᇰ,L
亨,h,je,ŋ,혀ᇰ,L
衡,h,je,ŋ,혀ᇰ,
格,k,je,k,격,H
假,k,je,k,격,H
赫,h,je,k,혁,H
白,p,əi,,ᄇᆡ,
萌,m,əi,ŋ,ᄆᆡᇰ,L
氓,m,əi,ŋ,ᄆᆡᇰ,L
甍,m,əi,ŋ,ᄆᆡᇰ,L
盟,m,əi,ŋ,ᄆᆡᇰ,L
黽,m,əi,ŋ,ᄆᆡᇰ,
幀,tʰ,əi,ŋ,ᄐᆡᇰ,
爭,ts,əi,ŋ,ᄌᆡᇰ,L
箏,ts,əi,ŋ,ᄌᆡᇰ,L
諍,ts,əi,ŋ,ᄌᆡᇰ,R
爭,ts,əi,ŋ,ᄌᆡᇰ,R
鏗,k,əi,ŋ,ᄀᆡᇰ,L
莖,k,əi,ŋ,ᄀᆡᇰ,L
幸,h,əi,ŋ,ᄒᆡᇰ,R
鸚,,əi,ŋ,ᄋᆡᇰ,L
櫻,,əi,ŋ,ᄋᆡᇰ,L
鸎,,əi,ŋ,ᄋᆡᇰ,L
麥,m,əi,k,ᄆᆡᆨ,H
脈,m,əi,k,ᄆᆡᆨ,H
責,tsʰ,əi,k,ᄎᆡᆨ,H
謮,tsʰ,əi,k,ᄎᆡᆨ,H
策,tsʰ,əi,k,ᄎᆡᆨ,H
册,tsʰ,əi,k,ᄎᆡᆨ,H
核,h,əi,k,ᄒᆡᆨ,H
覈,k,əi,k,ᄀᆡᆨ,H
軛,,əi,k,ᄋᆡᆨ,H
厄,,əi,k,ᄋᆡᆨ,H
隘,,əi,k,ᄋᆡᆨ,H
阸,,əi,k,ᄋᆡᆨ,H
黽,m,je,ŋ,며ᇰ,R
迸,p,je,ŋ,벼ᇰ,R
幀,t,je,ŋ,뎌ᇰ,
諍,ts,je,ŋ,져ᇰ,
耕,k,je,ŋ,겨ᇰ,L
硜,k,je,ŋ,겨ᇰ,L
罌,,je,ŋ,여ᇰ,L
檗,p,je,k,벽,
薜,p,je,k,벽,H
謫,t,je,k,뎍,H
幘,ts,je,k,젹,H
革,h,je,k,혁,H
隔,k,je,k,격,H
膈,k,je,k,격,H
翮,k,je,k,격,H
耕,k,e,ŋ,거ᇰ,
謫,t,e,k,덕,
繃,p,ɨ,ŋ,브ᇰ,L
觥,k,oi,ŋ,괴ᇰ,L
橫,h,oi,ŋ,회ᇰ,L
虢,k,oi,k,괵,
宏,k,oi,ŋ,괴ᇰ,L
紘,k,oi,ŋ,괴ᇰ,L
馘,k,oi,k,괵,
獲,h,oi,k,획,H
畫,h,oi,k,획,H
膕,k,u,k,국,H
蟈,k,u,k,국,H
兵,p,je,ŋ,벼ᇰ,L
丙,p,je,ŋ,벼ᇰ,R
秉,p,je,ŋ,벼ᇰ,R
柄,p,je,ŋ,벼ᇰ,R
平,pʰ,je,ŋ,펴ᇰ,L
坪,pʰ,je,ŋ,펴ᇰ,L
評,pʰ,je,ŋ,펴ᇰ,L
枰,pʰ,je,ŋ,펴ᇰ,L
病,p,je,ŋ,벼ᇰ,R
鳴,m,je,ŋ,며ᇰ,L
明,m,je,ŋ,며ᇰ,L
皿,m,je,ŋ,며ᇰ,R
命,m,je,ŋ,며ᇰ,R
京,k,je,ŋ,겨ᇰ,L
荊,h,je,ŋ,혀ᇰ,L
驚,k,je,ŋ,겨ᇰ,L
蟼,k,je,ŋ,겨ᇰ,L
境,k,je,ŋ,겨ᇰ,R/H
景,k,je,ŋ,겨ᇰ,R/H
警,k,je,ŋ,겨ᇰ,R
敬,k,je,ŋ,겨ᇰ,R/H
竟,k,je,ŋ,겨ᇰ,R/H
鏡,k,je,ŋ,겨ᇰ,R/H
慶,k,je,ŋ,겨ᇰ,R
卿,k,je,ŋ,겨ᇰ,L
鯨,k,je,ŋ,겨ᇰ,L
檠,k,je,ŋ,겨ᇰ,L
黥,k,je,ŋ,겨ᇰ,L
競,k,je,ŋ,겨ᇰ,R
迎,,je,ŋ,여ᇰ,L
英,,je,ŋ,여ᇰ,L
影,,je,ŋ,여ᇰ,R
映,,je,ŋ,여ᇰ,R
碧,p,je,k,벽,H
綌,p,je,k,벽,H
逆,,je,k,역,H
戟,k,ɨ,k,극,H
隙,k,ɨ,k,극,H
劇,k,ɨ,k,극,H
屐,k,ɨ,k,극,H
兄,h,je,ŋ,혀ᇰ,L
兄,s,je,ŋ,셔ᇰ,L
榮,,je,ŋ,여ᇰ,L
蠑,,je,ŋ,여ᇰ,L
永,,je,ŋ,여ᇰ,L
泳,,je,ŋ,여ᇰ,L
詠,,je,ŋ,여ᇰ,L
餅,p,je,ŋ,벼ᇰ,R
屏,p,je,ŋ,벼ᇰ,R/H
倂,p,je,ŋ,벼ᇰ,
并,p,je,ŋ,벼ᇰ,L
名,m,je,ŋ,며ᇰ,L
令,r,je,ŋ,려ᇰ,L
領,r,je,ŋ,려ᇰ,R/H
嶺,r,je,ŋ,려ᇰ,R
令,r,je,ŋ,려ᇰ,R/H
睛,ts,je,ŋ,져ᇰ,L
旌,ts,je,ŋ,져ᇰ,L
井,ts,je,ŋ,져ᇰ,R
清,tsʰ,je,ŋ,쳐ᇰ,L
圊,tsʰ,je,ŋ,쳐ᇰ,L
請,tsʰ,je,ŋ,쳐ᇰ,H
凊,ts,je,ŋ,져ᇰ,R
情,tsʰ,je,ŋ,쳐ᇰ,L
晴,tsʰ,je,ŋ,쳐ᇰ,L
靜,ts,je,ŋ,져ᇰ,R
靖,ts,je,ŋ,져ᇰ,R
阱,ts,je,ŋ,져ᇰ,R
穽,ts,je,ŋ,져ᇰ,R
淨,ts,je,ŋ,져ᇰ,R
餳,s,je,ŋ,셔ᇰ,L
省,s,je,ŋ,셔ᇰ,H
性,s,je,ŋ,셔ᇰ,R
姓,s,je,ŋ,셔ᇰ,R
貞,t,je,ŋ,뎌ᇰ,L
禎,t,je,ŋ,뎌ᇰ,L
蟶,t,je,ŋ,뎌ᇰ,L
檉,t,je,ŋ,뎌ᇰ,L
赬,t,je,ŋ,뎌ᇰ,L
呈,t,je,ŋ,뎌ᇰ,L
正,ts,je,ŋ,져ᇰ,L
征,ts,je,ŋ,져ᇰ,L
鉦,ts,je,ŋ,져ᇰ,L
整,ts,je,ŋ,져ᇰ,R
正,ts,je,ŋ,져ᇰ,R
政,ts,je,ŋ,져ᇰ,H
聲,s,je,ŋ,셔ᇰ,L
聖,s,je,ŋ,셔ᇰ,R
成,s,je,ŋ,셔ᇰ,L
城,s,je,ŋ,셔ᇰ,L
誠,s,je,ŋ,셔ᇰ,L
頸,k,je,ŋ,겨ᇰ,R
輕,k,je,ŋ,겨ᇰ,L
嬰,,je,ŋ,여ᇰ,L
纓,,je,ŋ,여ᇰ,L
瓔,,je,ŋ,여ᇰ,L
盈,,je,ŋ,여ᇰ,L
贏,,je,ŋ,여ᇰ,L
楹,,je,ŋ,여ᇰ,L
磧,ts,je,k,젹,H
睛,tsʰ,je,ŋ,쳐ᇰ,L
菁,tsʰ,je,ŋ,쳐ᇰ,L
蜻,tsʰ,je,ŋ,쳐ᇰ,L
逞,r,je,ŋ,려ᇰ,R/H
程,t,je,ŋ,뎌ᇰ,L
裎,t,je,ŋ,뎌ᇰ,L
鄭,t,je,ŋ,뎌ᇰ,R
盛,s,je,ŋ,셔ᇰ,L
筬,s,je,ŋ,셔ᇰ,L
盛,s,je,ŋ,셔ᇰ,R
癭,,je,ŋ,여ᇰ,R
郢,r,je,ŋ,려ᇰ,R
璧,p,je,k,벽,H
躄,p,je,k,벽,
襞,p,je,k,벽,H
辟,p,je,k,벽,H
辟,pʰ,je,k,펵,H
僻,p,je,k,벽,H
闢,p,je,k,벽,H
辟,p,je,k,벽,H
擗,p,je,k,벽,H
積,ts,je,k,젹,H
跡,ts,je,k,젹,H
脊,tsʰ,je,k,쳑,H
襀,ts,je,k,젹,H
鶺,ts,je,k,젹,H
蹟,ts,je,k,젹,H
踖,tsʰ,je,k,쳑,H
刺,tsʰ,je,k,쳑,H
籍,ts,je,k,젹,H
瘠,tsʰ,je,k,쳑,H
塉,tsʰ,je,k,쳑,H
惜,s,je,k,셕,H
昔,s,je,k,셕,H
潟,s,je,k,셕,H
磶,s,je,k,셕,H
腊,s,je,k,셕,H
舃,s,je,k,셕,H
席,s,je,k,셕,H
夕,s,je,k,셕,H
汐,s,je,k,셕,H
穸,s,je,k,셕,H
擲,tʰ,je,k,텩,H
躑,tʰ,je,k,텩,H
蹢,tʰ,je,k,텩,H
隻,tsʰ,je,k,쳑,H
炙,ts,je,k,젹,H
赤,ts,je,k,젹,H
斥,tsʰ,je,k,쳑,H
尺,tsʰ,je,k,쳑,H
蚇,tsʰ,je,k,쳑,H
射,s,je,k,셕,H
釋,s,je,k,셕,H
螫,s,je,k,셕,H
石,s,je,k,셕,H
鉐,s,je,k,셕,H
碩,s,je,k,셕,H
亦,,je,k,역,H
譯,,je,k,역,H
易,,je,k,역,H
射,,je,k,역,H
繹,,je,k,역,H
奕,h,je,k,혁,H
弈,h,je,k,혁,H
蝪,tʰ,je,k,텩,H
驛,,je,k,역,H
嬰,,əi,ŋ,ᄋᆡᇰ,L
液,,əi,k,ᄋᆡᆨ,H
腋,,əi,k,ᄋᆡᆨ,H
掖,,əi,k,ᄋᆡᆨ,H
餅,p,i,ŋ,비ᇰ,
聘,p,i,ŋ,비ᇰ,R
領,r,i,ŋ,리ᇰ,R
請,tsʰ,i,ŋ,치ᇰ,
鉦,ts,i,ŋ,지ᇰ,L
梬,p,i,ŋ,비ᇰ,R
益,,i,k,익,H
赤,ts,i,,지,
赤,tsʰ,i,,치,
赤,s,i,,시,
騂,s,je,ŋ,셔ᇰ,L
傾,k,je,ŋ,겨ᇰ,L
瓊,k,je,ŋ,겨ᇰ,L
頃,k,je,ŋ,겨ᇰ,R
檾,k,je,ŋ,겨ᇰ,R
營,,je,ŋ,여ᇰ,L
潁,,je,ŋ,여ᇰ,L
疫,,je,k,역,H
役,,je,k,역,H
瓶,p,je,ŋ,벼ᇰ,L
屏,p,je,ŋ,벼ᇰ,L
萍,pʰ,je,ŋ,펴ᇰ,L
軿,p,je,ŋ,벼ᇰ,L
並,p,je,ŋ,벼ᇰ,R
銘,m,je,ŋ,며ᇰ,L
冥,m,je,ŋ,며ᇰ,L
暝,m,je,ŋ,며ᇰ,L
榠,m,je,ŋ,며ᇰ,L
瞑,m,je,ŋ,며ᇰ,L
茗,m,je,ŋ,며ᇰ,R
丁,t,je,ŋ,뎌ᇰ,L
釘,t,je,ŋ,뎌ᇰ,L
疔,t,je,ŋ,뎌ᇰ,L
聽,tʰ,je,ŋ,텨ᇰ,L
頂,t,je,ŋ,뎌ᇰ,R
鼎,t,je,ŋ,뎌ᇰ,R
釘,t,je,ŋ,뎌ᇰ,R
碇,t,je,ŋ,뎌ᇰ,R
飣,t,je,ŋ,뎌ᇰ,R
顁,t,je,ŋ,뎌ᇰ,R
廳,tʰ,je,ŋ,텨ᇰ,L
廳,t,je,ŋ,뎌ᇰ,L
汀,t,je,ŋ,뎌ᇰ,L
鞓,t,je,ŋ,뎌ᇰ,L
聽,tʰ,je,ŋ,텨ᇰ,R
聽,t,je,ŋ,뎌ᇰ,R
亭,t,je,ŋ,뎌ᇰ,L
停,t,je,ŋ,뎌ᇰ,L
廷,t,je,ŋ,뎌ᇰ,L
庭,t,je,ŋ,뎌ᇰ,L
蜓,t,je,ŋ,뎌ᇰ,L
聤,t,je,ŋ,뎌ᇰ,L
艇,t,je,ŋ,뎌ᇰ,L
定,t,je,ŋ,뎌ᇰ,R
定,ts,je,ŋ,져ᇰ,R/H/L
寧,n,je,ŋ,녀ᇰ,L
佞,n,je,ŋ,녀ᇰ,R/H
佞,r,je,ŋ,려ᇰ,R
寗,n,je,ŋ,녀ᇰ,H
零,r,je,ŋ,려ᇰ,L
苓,r,je,ŋ,려ᇰ,L
怜,r,je,ŋ,려ᇰ,L
靈,r,je,ŋ,려ᇰ,L
鈴,r,je,ŋ,려ᇰ,L
伶,r,je,ŋ,려ᇰ,L
翎,r,je,ŋ,려ᇰ,L
囹,r,je,ŋ,려ᇰ,L
櫺,r,je,ŋ,려ᇰ,L
聆,r,je,ŋ,려ᇰ,L
蛉,r,je,ŋ,려ᇰ,L
鴒,r,je,ŋ,려ᇰ,L
瓴,r,je,ŋ,려ᇰ,L
青,tsʰ,je,ŋ,쳐ᇰ,L
鯖,tsʰ,je,ŋ,쳐ᇰ,L
星,s,je,ŋ,셔ᇰ,L
腥,s,je,ŋ,셔ᇰ,L
惺,s,je,ŋ,셔ᇰ,
鯹,s,je,ŋ,셔ᇰ,L
經,k,je,ŋ,겨ᇰ,L
徑,k,je,ŋ,겨ᇰ,R/H
磬,k,je,ŋ,겨ᇰ,R/H
馨,h,je,ŋ,혀ᇰ,L
形,h,je,ŋ,혀ᇰ,L
型,h,je,ŋ,혀ᇰ,L
刑,h,je,ŋ,혀ᇰ,L
硎,h,je,ŋ,혀ᇰ,L
脛,h,je,ŋ,혀ᇰ,R
脛,k,je,ŋ,겨ᇰ,R
壁,p,je,k,벽,H
霹,p,je,k,벽,H
的,t,je,k,뎍,H
滴,t,je,k,뎍,H
嫡,t,je,k,뎍,H
歷,r,je,k,력,H
曆,r,je,k,력,H
績,ts,je,k,젹,H
勣,ts,je,k,젹,H
擊,k,je,k,격,H
覡,h,je,k,혁,H
鷁,,i,r,일,H
裼,tʰ,je,k,텩,H
甓,p,je,k,벽,H
適,t,je,k,뎍,H
鏑,t,je,k,뎍,H
靮,t,je,k,뎍,H
蹢,t,je,k,뎍,H
菂,t,je,k,뎍,H
惕,tʰ,je,k,텩,H
趯,tʰ,je,k,텩,H
笛,t,je,k,뎍,H
敵,t,je,k,뎍,H
狄,t,je,k,뎍,H
糴,t,je,k,뎍,H
荻,t,je,k,뎍,H
覿,t,je,k,뎍,H
翟,t,je,k,뎍,H
滌,tʰ,je,k,텩,H
癧,r,je,k,력,H
櫪,r,je,k,력,H
靂,r,je,k,력,H
戚,tsʰ,je,k,쳑,H
慼,tsʰ,je,k,쳑,H
鏚,tsʰ,je,k,쳑,H
寂,ts,je,k,젹,H
錫,s,je,k,셕,H
析,s,je,k,셕,H
皙,s,je,k,셕,H
淅,s,je,k,셕,H
蜥,s,je,k,셕,H
激,k,je,k,격,H
墼,k,je,k,격,H
覡,k,je,k,격,H
笛,t,je,h,뎧,
櫟,r,ɨ,k,륵,H
礫,r,ɨ,k,륵,H
丁,t,i,ŋ,디ᇰ,L
頂,t,i,ŋ,디ᇰ,R
青,tsʰ,i,ŋ,치ᇰ,
笛,t,i,k,딕,L
溺,n,i,k,닉,H
溺,r,i,k,릭,H
喫,k,i,k,긱,H
鷁,,əi,k,ᄋᆡᆨ,H
的,t,i,,디,
扃,k,je,ŋ,겨ᇰ,L
螢,h,je,ŋ,혀ᇰ,L
滎,h,je,ŋ,혀ᇰ,L
滎,,je,ŋ,여ᇰ,L
絅,h,je,ŋ,혀ᇰ,R
炯,h,je,ŋ,혀ᇰ,R
蓬,p,o,ŋ,보ᇰ,L
篷,p,o,ŋ,보ᇰ,L
蒙,m,o,ŋ,모ᇰ,L
矇,m,o,ŋ,모ᇰ,L
蠓,m,o,ŋ,모ᇰ,L
懜,m,o,ŋ,모ᇰ,R
東,t,o,ŋ,도ᇰ,L
董,t,o,ŋ,도ᇰ,R
蝀,t,o,ŋ,도ᇰ,R
凍,t,o,ŋ,도ᇰ,R
棟,t,o,ŋ,도ᇰ,R
湩,t,o,ŋ,도ᇰ,R
通,tʰ,o,ŋ,토ᇰ,L
侗,tʰ,o,ŋ,토ᇰ,L
桶,tʰ,o,ŋ,토ᇰ,H
痛,tʰ,o,ŋ,토ᇰ,R/L
同,t,o,ŋ,도ᇰ,L
銅,t,o,ŋ,도ᇰ,L
桐,t,o,ŋ,도ᇰ,L
筒,t,o,ŋ,도ᇰ,L
童,t,o,ŋ,도ᇰ,L
瞳,t,o,ŋ,도ᇰ,L
僮,t,o,ŋ,도ᇰ,L
動,t,o,ŋ,도ᇰ,R
洞,t,o,ŋ,도ᇰ,R
洞,tʰ,o,ŋ,토ᇰ,
峒,t,o,ŋ,도ᇰ,R
衕,t,o,ŋ,도ᇰ,R
慟,tʰ,o,ŋ,토ᇰ,R
齈,n,o,ŋ,노ᇰ,L
弄,r,o,ŋ,로ᇰ,R
聾,r,o,ŋ,로ᇰ,L
槞,r,o,ŋ,로ᇰ,L
嚨,r,o,ŋ,로ᇰ,L
竉,r,o,ŋ,로ᇰ,R
籠,r,o,ŋ,로ᇰ,R
騣,ts,o,ŋ,조ᇰ,L
鬉,ts,o,ŋ,조ᇰ,L
總,tsʰ,o,ŋ,초ᇰ,L
聰,tsʰ,o,ŋ,초ᇰ,L
葱,tsʰ,o,ŋ,초ᇰ,L
囱,tsʰ,o,ŋ,초ᇰ,L
叢,tsʰ,o,ŋ,초ᇰ,L
送,s,o,ŋ,소ᇰ,L
公,k,o,ŋ,고ᇰ,L
蚣,k,o,ŋ,고ᇰ,L
工,k,o,ŋ,고ᇰ,L
功,k,o,ŋ,고ᇰ,L
貢,k,o,ŋ,고ᇰ,R
空,k,o,ŋ,고ᇰ,L
箜,k,o,ŋ,고ᇰ,
悾,k,o,ŋ,고ᇰ,L
孔,k,o,ŋ,고ᇰ,H
鞚,k,o,ŋ,고ᇰ,R
紅,h,o,ŋ,호ᇰ,L
洪,h,o,ŋ,호ᇰ,L
鴻,h,o,ŋ,호ᇰ,L
虹,h,o,ŋ,호ᇰ,L
烘,h,o,ŋ,호ᇰ,L
篊,h,o,ŋ,호ᇰ,L
葒,h,o,ŋ,호ᇰ,L
汞,h,o,ŋ,호ᇰ,R
鬨,h,o,ŋ,호ᇰ,R
翁,,o,ŋ,오ᇰ,L
螉,,o,ŋ,오ᇰ,L
塕,,o,ŋ,오ᇰ,R
甕,,o,ŋ,오ᇰ,R
齆,,o,ŋ,오ᇰ,R
卜,p,o,k,복,H
醭,p,o,k,복,H
扑,p,o,k,복,H
僕,p,o,k,복,H
木,m,o,k,목,H
沐,m,o,k,목,H
鶩,m,o,k,목,H
禿,t,o,k,독,H
鵚,t,o,k,독,H
獨,t,o,k,독,H
讀,t,o,k,독,H
牘,t,o,k,독,H
犢,t,o,k,독,H
涜,t,o,k,독,H
髑,t,o,k,독,H
匵,t,o,k,독,H
櫝,t,o,k,독,H
讟,t,o,k,독,H
瀆,t,o,k,독,H
韣,t,o,k,독,
鹿,r,o,k,록,H
祿,r,o,k,록,H
麓,r,o,k,록,H
漉,r,o,k,록,H
磟,r,o,k,록,H
簏,r,o,k,록,L
鏃,ts,o,k,족,H
族,ts,o,k,족,H
速,s,o,k,속,H
餗,s,o,k,속,H
穀,k,o,k,곡,H
谷,k,o,k,곡,H
轂,k,o,k,곡,H
斛,k,o,k,곡,H
槲,k,o,k,곡,H
屋,,o,k,옥,H
銅,tʰ,u,ŋ,투ᇰ,L
洞,tʰ,u,ŋ,투ᇰ,L
木,m,u,,무,
冬,t,o,ŋ,도ᇰ,L
疼,t,o,ŋ,도ᇰ,L
彤,t,o,ŋ,도ᇰ,L
統,tʰ,o,ŋ,토ᇰ,R
農,n,o,ŋ,노ᇰ,L
農,r,o,ŋ,로ᇰ,L
膿,n,o,ŋ,노ᇰ,L
宗,ts,o,ŋ,조ᇰ,L
綜,ts,o,ŋ,조ᇰ,R
宋,s,o,ŋ,소ᇰ,R
攻,k,o,ŋ,고ᇰ,L
篤,t,o,k,독,H
毒,t,o,k,독,H
纛,t,o,k,독,H
碡,t,o,k,독,H
耨,n,o,k,녹,H
告,k,o,k,곡,H
梏,k,o,k,곡,H
酷,h,o,k,혹,H
鵠,k,o,k,곡,H
沃,,o,k,옥,H
鋈,,o,k,옥,H
纛,t,u,k,둑,H
隆,r,ju,ŋ,류ᇰ,L
癃,r,ju,ŋ,류ᇰ,
窿,r,ju,ŋ,류ᇰ,L
嵩,s,ju,ŋ,슈ᇰ,L
中,t,ju,ŋ,듀ᇰ,L
忠,tʰ,ju,ŋ,튜ᇰ,L
衷,tʰ,ju,ŋ,튜ᇰ,L
中,t,ju,ŋ,듀ᇰ,R
蟲,tʰ,ju,ŋ,튜ᇰ,L
沖,tʰ,ju,ŋ,튜ᇰ,L
翀,tʰ,ju,ŋ,튜ᇰ,L
仲,t,ju,ŋ,듀ᇰ,R
蚛,t,ju,ŋ,듀ᇰ,R
崇,s,ju,ŋ,슈ᇰ,L
眾,ts,ju,ŋ,쥬ᇰ,R
充,tsʰ,ju,ŋ,츄ᇰ,L
茺,tsʰ,ju,ŋ,츄ᇰ,L
銃,tsʰ,ju,ŋ,츄ᇰ,L
戎,z,ju,ŋ,ᅀᅲᇰ,L
融,r,ju,ŋ,류ᇰ,L
六,r,ju,k,륙,H
陸,r,ju,k,륙,H
僇,r,ju,k,륙,H
蓼,r,ju,k,륙,H
戮,r,ju,k,륙,H
踧,tsʰ,ju,k,츅,H
肅,s,ju,k,슉,H
宿,s,ju,k,슉,H
竹,t,ju,k,듁,H
築,tʰ,ju,k,튝,H
竺,tʰ,ju,k,튝,H
畜,tʰ,ju,k,튝,H
逐,tʰ,ju,k,튝,H
軸,tʰ,ju,k,튝,H
柚,tʰ,ju,k,튝,H
舳,tʰ,ju,k,튝,H
妯,tʰ,ju,k,튝,H
祝,tsʰ,ju,k,츅,H
叔,s,ju,k,슉,H
菽,s,ju,k,슉,H
倏,s,ju,k,슉,
熟,s,ju,k,슉,H
畜,h,ju,k,휵,H
鬻,r,ju,k,륙,H
鬻,,ju,k,육,H
育,,ju,k,육,H
縮,tsʰ,ju,k,츅,H
蹜,tsʰ,ju,k,츅,H
昱,,u,k,욱,
淑,s,ju,k,슉,H
孰,s,ju,k,슉,H
塾,s,ju,k,슉,H
肉,z,ju,k,ᅀᅲᆨ,H
風,pʰ,u,ŋ,푸ᇰ,L
楓,pʰ,u,ŋ,푸ᇰ,L
諷,pʰ,u,ŋ,푸ᇰ,R
風,pʰ,u,ŋ,푸ᇰ,R
豐,pʰ,u,ŋ,푸ᇰ,L
馮,pʰ,u,ŋ,푸ᇰ,L
弓,k,u,ŋ,구ᇰ,L
躬,k,u,ŋ,구ᇰ,L
宮,k,u,ŋ,구ᇰ,L
芎,k,u,ŋ,구ᇰ,
穹,k,u,ŋ,구ᇰ,L
窮,k,u,ŋ,구ᇰ,L
熊,,u,ŋ,우ᇰ,L
雄,,u,ŋ,우ᇰ,L
菊,k,u,k,국,H
掬,k,u,k,국,L
鞠,k,u,k,국,H
鵴,k,u,k,국,H
麴,k,u,k,국,H
郁,,u,k,욱,H
栯,,u,k,욱,H
澳,,u,k,욱,H
懊,,u,k,욱,H
昱,,u,k,욱,
鳳,p,o,ŋ,보ᇰ,R
夢,m,o,ŋ,모ᇰ,R
福,p,o,k,복,H
幅,p,o,k,복,H
蝠,p,o,k,복,H
腹,p,o,k,복,H
輻,p,o,k,복,H
覆,p,o,k,복,H
蝮,p,o,k,복,H
服,p,o,k,복,H
伏,p,o,k,복,H
復,p,o,k,복,H
馥,p,o,k,복,H
鵩,p,o,k,복,H
茯,p,o,k,복,H
目,m,o,k,목,H
穆,m,o,k,목,H
睦,m,o,k,목,H
繆,m,o,k,목,H
